trade_id,session_id,timestamp,symbol,strategy,side,trade_type,price,size,notional_value,entry_reason,rsi_value,bb_position,confidence,entry_price,exit_price,pnl,pnl_pct,hold_time_candles,exit_reason,stop_loss_price,take_profit_price,account_equity,total_pnl,win_count,loss_count,mode
20260119_195301_0001,20260119_195301,2026-01-19T19:53:50.081260,ETH-PERP,RSI_v2,short,entry,3502.772622748834,1.427440641601282,5000.0,RSI=76.3 BB=0.39,76.33372284905059,0.3914548756517943,,,,,,,,3508.0267816829573,3485.2587596350895,500,,,,paper
20260119_195301_0002,20260119_195301,2026-01-19T19:53:52.088287,BTC-PERP,COMBO_v1,long,entry,100048.7392606841,0.04997564224144939,5000.0,RSI=21.6 BB=0.01,21.586801773854617,0.011464559630092415,,,,,,,,99748.59304290205,100649.0316962482,500,,,,paper
20260119_195301_0003,20260119_195301,2026-01-19T19:53:52.093816,BTC-PERP,BB_v1,long,entry,100048.7392606841,0.04997564224144939,5000.0,RSI=21.6 BB=0.01,21.586801773854617,0.011464559630092415,,,,,,,,99848.64178216274,100348.88547846614,500,,,,paper
20260119_195301_0004,20260119_195301,2026-01-19T19:53:56.102706,SOL-PERP,COMBO_v1,short,entry,200.39488444452957,24.95073671096643,5000.0,RSI=74.9 BB=0.99,74.92937117124565,0.9876057324944347,,,,,,,,200.99606909786314,199.1925151378624,500,,,,paper
20260119_195301_0005,20260119_195301,2026-01-19T19:53:56.105483,SOL-PERP,RSI_v2,short,entry,200.39488444452957,24.95073671096643,5000.0,RSI=74.9 BB=0.99,74.92937117124565,0.9876057324944347,,,,,,,,200.69547677119638,199.39291002230692,500,,,,paper
20260119_195301_0006,20260119_195301,2026-01-19T19:53:56.106484,SOL-PERP,BB_v1,short,entry,200.39488444452957,24.95073671096643,5000.0,RSI=74.9 BB=0.99,74.92937117124565,0.9876057324944347,,,,,,,,200.79567421341864,199.793699791196,500,,,,paper
20260119_195301_0007,20260119_195301,2026-01-19T19:54:00.133636,ETH-PERP,COMBO_v1,short,entry,3504.720293509691,1.4266473730469682,5000.0,RSI=81.9 BB=0.78,81.9452729522709,0.7764505107474167,,,,,,,,3515.23445439022,3483.691971748633,500,,,,paper
20260119_200221_0001,20260119_200221,2026-01-19T20:03:15.942862,SOL-PERP,COMBO_v1,long,entry,198.53839651151486,25.184045443370998,5000.0,RSI=12.0 BB=0.11,11.962620998426573,0.10868557559993237,,,,,,,,197.9427813219803,199.72962689058394,500,,,,paper
20260119_200221_0002,20260119_200221,2026-01-19T20:03:15.944867,SOL-PERP,RSI_v2,long,entry,198.53839651151486,25.184045443370998,5000.0,RSI=12.0 BB=0.11,11.962620998426573,0.10868557559993237,,,,,,,,198.2405889167476,199.5310884940724,500,,,,paper
20260119_200221_0003,20260119_200221,2026-01-19T20:03:15.945861,SOL-PERP,BB_v1,long,entry,198.53839651151486,25.184045443370998,5000.0,RSI=12.0 BB=0.11,11.962620998426573,0.10868557559993237,,,,,,,,198.14131971849184,199.1340117010494,500,,,,paper
20260119_200221_0004,20260119_200221,2026-01-19T20:03:17.959149,ETH-PERP,COMBO_v1,short,entry,3495.4568351001844,1.4304281917578574,5000.0,RSI=65.4 BB=0.96,65.39172912707122,0.9557376742989911,,,,,,,,3505.9432056054848,3474.4840940895833,500,,,,paper
20260119_200221_0005,20260119_200221,2026-01-19T20:03:17.961388,ETH-PERP,BB_v1,short,entry,3495.4568351001844,1.4304281917578574,5000.0,RSI=65.4 BB=0.96,65.39172912707122,0.9557376742989911,,,,,,,,3502.447748770385,3484.9704645948837,500,,,,paper
20260119_200221_0002,20260119_200221,2026-01-19T20:03:17.962396,SOL-PERP,RSI_v2,long,stop_loss,198.2405889167476,25.184045443370998,5000.0,,,,,198.53839651151486,198.2405889167476,-7.499999999999424,-0.14999999999998848,2,stop_loss,,,492.50000000000057,-7.499999999999424,0,1,paper
20260119_200221_0006,20260119_200221,2026-01-19T20:03:18.968110,ETH-PERP,RSI_v2,short,entry,3495.621375616214,1.4303608608408258,5000.0,RSI=81.3 BB=0.94,81.25816929104468,0.9445032023637349,,,,,,,,3500.864807679639,3478.143268738133,492.50000000000057,,,,paper
20260119_200221_0006,20260119_200221,2026-01-19T20:03:26.029476,ETH-PERP,RSI_v2,short,stop_loss,3500.864807679639,1.4303608608408258,5000.0,,,,,3495.621375616214,3500.864807679639,-7.500000000000591,-0.15000000000001182,7,stop_loss,,,485.0,-15.000000000000014,0,2,paper
20260119_200221_0007,20260119_200221,2026-01-19T20:03:27.034688,BTC-PERP,BB_v1,long,entry,99956.88144482805,0.05002156857764503,5000.0,RSI=43.5 BB=0.04,43.53126575261474,0.041710522125480855,,,,,,,,99756.96768193839,100256.75208916252,485.0,,,,paper
20260119_200221_0008,20260119_200221,2026-01-19T20:03:27.037687,ETH-PERP,RSI_v2,short,entry,3504.8542816986014,1.4265928332908573,5000.0,RSI=85.1 BB=1.00,85.12056563002727,1,,,,,,,,3510.1115631211496,3487.3300102901085,485.0,,,,paper
20260119_200221_0005,20260119_200221,2026-01-19T20:03:27.038686,ETH-PERP,BB_v1,short,stop_loss,3502.447748770385,1.4304281917578574,5000.0,,,,,3495.4568351001844,3502.447748770385,-10.000000000000002,-0.20000000000000004,9,stop_loss,,,475.0,-25.000000000000014,0,3,paper
20260119_200221_0004,20260119_200221,2026-01-19T20:03:28.042773,ETH-PERP,COMBO_v1,short,stop_loss,3505.9432056054848,1.4304281917578574,5000.0,,,,,3495.4568351001844,3505.9432056054848,-14.999999999999678,-0.2999999999999936,10,stop_loss,,,460.00000000000034,-39.999999999999694,0,4,paper
20260119_200221_0009,20260119_200221,2026-01-19T20:03:28.044780,ETH-PERP,BB_v1,short,entry,3505.8104860492517,1.4262037323171373,5000.0,RSI=100.0 BB=1.00,100.0,1,,,,,,,,3512.8221070213503,3495.293054591104,460.00000000000034,,,,paper
20260119_200221_0010,20260119_200221,2026-01-19T20:03:29.057970,ETH-PERP,COMBO_v1,short,entry,3509.5330044946318,1.4246909755789556,5000.0,RSI=100.0 BB=1.00,100.0,1,,,,,,,,3520.0616035081152,3488.475806467664,460.00000000000034,,,,paper
20260119_200221_0008,20260119_200221,2026-01-19T20:03:30.064272,ETH-PERP,RSI_v2,short,stop_loss,3510.1115631211496,1.4265928332908573,5000.0,,,,,3504.8542816986014,3510.1115631211496,-7.50000000000043,-0.1500000000000086,3,stop_loss,,,452.4999999999999,-47.50000000000013,0,5,paper
20260119_200221_0011,20260119_200221,2026-01-19T20:03:30.066627,SOL-PERP,RSI_v2,short,entry,198.67472231717556,25.166764758416107,5000.0,RSI=76.6 BB=0.74,76.60047976961103,0.7350331437522725,,,,,,,,198.97273440065135,197.6813487055897,452.4999999999999,,,,paper
20260119_200221_0012,20260119_200221,2026-01-19T20:03:31.069846,ETH-PERP,RSI_v2,short,entry,3510.6638755923877,1.4242320476084604,5000.0,RSI=100.0 BB=0.98,100.0,0.9753987513587073,,,,,,,,3515.9298714057763,3493.1105562144257,452.4999999999999,,,,paper
20260119_200221_0013,20260119_200221,2026-01-19T20:03:38.125349,BTC-PERP,COMBO_v1,long,entry,99877.68435337192,0.050061232720512085,5000.0,,31.459831797220033,0,,,,,,,,99578.05130031181,100476.95045949216,452.4999999999999,,,,paper
20260119_200221_0014,20260119_200221,2026-01-19T20:03:39.135028,BTC-PERP,RSI_v2,long,entry,99791.69767057049,0.05010436856687074,5000.0,,16.205475296403378,0,,,,,,,,99642.01012406463,100290.65615892333,452.4999999999999,,,,paper
20260119_200221_0007,20260119_200221,2026-01-19T20:03:40.142181,BTC-PERP,BB_v1,long,stop_loss,99756.96768193839,0.05002156857764503,5000.0,,,,,99956.88144482805,99756.96768193839,-10.000000000000043,-0.20000000000000087,13,stop_loss,,,442.49999999999983,-57.50000000000017,0,6,paper
20260119_200221_0015,20260119_200221,2026-01-19T20:03:41.151828,BTC-PERP,BB_v1,long,entry,99841.33412249219,0.05007945901309429,5000.0,RSI=34.5 BB=0.07,34.45740337918882,0.07434551670553065,,,,,,,,99641.6514542472,100140.85812485966,442.49999999999983,,,,paper
20260119_200221_0011,20260119_200221,2026-01-19T20:03:42.166825,SOL-PERP,RSI_v2,short,stop_loss,198.97273440065135,25.166764758416107,5000.0,,,,,198.67472231717556,198.97273440065135,-7.500000000000487,-0.15000000000000974,12,stop_loss,,,434.9999999999993,-65.00000000000065,0,7,paper
20260119_200221_0016,20260119_200221,2026-01-19T20:03:43.170709,SOL-PERP,RSI_v2,short,entry,199.08757331661818,25.114576046633854,5000.0,RSI=73.9 BB=1.00,73.94260780531857,1,,,,,,,,199.3862046765931,198.09213545003507,434.9999999999993,,,,paper
20260119_200221_0003,20260119_200221,2026-01-19T20:03:44.179345,SOL-PERP,BB_v1,long,take_profit,199.1340117010494,25.184045443370998,5000.0,,,,,198.53839651151486,199.1340117010494,14.999999999999563,0.2999999999999913,28,take_profit,,,449.99999999999886,-50.000000000001094,1,7,paper
20260119_200221_0017,20260119_200221,2026-01-19T20:03:45.188186,SOL-PERP,BB_v1,short,entry,199.24322066692127,25.094956723062595,5000.0,RSI=92.8 BB=1.00,92.75600674624508,1,,,,,,,,199.6417071082551,198.6454910049205,449.99999999999886,,,,paper
20260119_200221_0001,20260119_200221,2026-01-19T20:03:46.196365,SOL-PERP,COMBO_v1,long,time_exit,199.17434240949194,25.184045443370998,5000.0,,,,,198.53839651151486,199.17434240949194,16.015690394180176,0.32031380788360353,30,time_exit,,,466.01569039417905,-33.98430960582092,2,7,paper
20260119_200221_0018,20260119_200221,2026-01-19T20:03:47.205969,SOL-PERP,COMBO_v1,short,entry,199.17899608631657,25.103048505341352,5000.0,RSI=87.6 BB=0.90,87.57695935607381,0.8952903013236514,,,,,,,,199.7765330745755,197.98392210979867,466.01569039417905,,,,paper
20260119_200221_0016,20260119_200221,2026-01-19T20:03:49.227810,SOL-PERP,RSI_v2,short,stop_loss,199.3862046765931,25.114576046633854,5000.0,,,,,199.08757331661818,199.3862046765931,-7.5000000000001625,-0.15000000000000324,6,stop_loss,,,458.5156903941789,-41.48430960582108,2,8,paper
20260119_200221_0019,20260119_200221,2026-01-19T20:03:50.245522,SOL-PERP,RSI_v2,short,entry,199.50282799938077,25.062301372567607,5000.0,RSI=87.5 BB=0.98,87.54487111190372,0.9782207835369027,,,,,,,,199.80208224137985,198.50531385938388,458.5156903941789,,,,paper
20260119_200221_0009,20260119_200221,2026-01-19T20:03:58.306363,ETH-PERP,BB_v1,short,time_exit,3502.316507026893,1.4262037323171373,5000.0,,,,,3505.8104860492517,3502.316507026893,4.983125922326005,0.0996625184465201,30,time_exit,,,463.4988163165049,-36.50118368349508,3,8,paper
20260119_200221_0010,20260119_200221,2026-01-19T20:03:59.313165,ETH-PERP,COMBO_v1,short,time_exit,3502.5410463762732,1.4246909755789556,5000.0,,,,,3509.5330044946318,3502.5410463762732,9.961379632851406,0.19922759265702814,30,time_exit,,,473.46019594935626,-26.539804050643674,4,8,paper
20260119_200221_0012,20260119_200221,2026-01-19T20:04:01.330374,ETH-PERP,RSI_v2,short,time_exit,3503.8431393604687,1.4242320476084604,5000.0,,,,,3510.6638755923877,3503.8431393604687,9.714311129783212,0.19428622259566425,30,time_exit,,,483.17450707913946,-16.825492920860462,5,8,paper
20260119_200221_0020,20260119_200221,2026-01-19T20:04:04.341673,ETH-PERP,BB_v1,long,entry,3499.814093032489,1.4286473129970292,5000.0,,45.21945131438011,0,,,,,,,,3492.814464846424,3510.313535311586,483.17450707913946,,,,paper
20260119_200221_0014,20260119_200221,2026-01-19T20:04:06.355620,BTC-PERP,RSI_v2,long,stop_loss,99642.01012406463,0.05010436856687074,5000.0,,,,,99791.69767057049,99642.01012406463,-7.4999999999999485,-0.14999999999999897,27,stop_loss,,,475.6745070791395,-24.325492920860412,5,9,paper
20260119_200221_0015,20260119_200221,2026-01-19T20:04:06.356621,BTC-PERP,BB_v1,long,stop_loss,99641.6514542472,0.05007945901309429,5000.0,,,,,99841.33412249219,99641.6514542472,-10.000000000000284,-0.20000000000000567,25,stop_loss,,,465.67450707913923,-34.3254929208607,5,10,paper
20260119_200221_0021,20260119_200221,2026-01-19T20:04:06.357620,ETH-PERP,COMBO_v1,long,entry,3498.6808376320987,1.4291100652050306,5000.0,,28.691498435132345,0,,,,,,,,3488.1847951192026,3519.6729226578914,465.67450707913923,,,,paper
20260119_200221_0022,20260119_200221,2026-01-19T20:04:07.369424,ETH-PERP,RSI_v2,long,entry,3498.6293972543563,1.429131077422457,5000.0,RSI=10.7 BB=0.03,10.705647741819504,0.025388223594059844,,,,,,,,3493.381453158475,3516.1225442406276,465.67450707913923,,,,paper
20260119_200221_0013,20260119_200221,2026-01-19T20:04:08.372047,BTC-PERP,COMBO_v1,long,time_exit,99737.41681280498,0.050061232720512085,5000.0,,,,,99877.68435337192,99737.41681280498,-7.0219659914556205,-0.1404393198291124,30,time_exit,,,458.65254108768363,-41.34745891231632,5,11,paper
20260119_200221_0023,20260119_200221,2026-01-19T20:04:09.382875,BTC-PERP,RSI_v2,short,entry,99817.00818324955,0.05009166364534514,5000.0,RSI=75.7 BB=0.72,75.71287840893466,0.7179454327891043,,,,,,,,99966.73369552442,99317.9231423333,458.65254108768363,,,,paper
20260119_200221_0024,20260119_200221,2026-01-19T20:04:12.415685,BTC-PERP,COMBO_v1,short,entry,99861.2575555909,0.05006946760325538,5000.0,RSI=84.6 BB=0.85,84.57711772804498,0.845469257467765,,,,,,,,100160.84132825767,99262.09001025735,458.65254108768363,,,,paper
20260119_200221_0025,20260119_200221,2026-01-19T20:04:14.435396,BTC-PERP,BB_v1,short,entry,99916.59282046463,0.050041738402592066,5000.0,RSI=86.8 BB=0.99,86.82132843934423,0.9859504176823756,,,,,,,,100116.42600610557,99616.84304200324,458.65254108768363,,,,paper
20260119_200221_0023,20260119_200221,2026-01-19T20:04:15.439949,BTC-PERP,RSI_v2,short,stop_loss,99966.73369552442,0.05009166364534514,5000.0,,,,,99817.00818324955,99966.73369552442,-7.500000000000067,-0.15000000000000133,6,stop_loss,,,451.1525410876836,-48.847458912316384,5,12,paper
20260119_200221_0017,20260119_200221,2026-01-19T20:04:15.441949,SOL-PERP,BB_v1,short,time_exit,199.36024113146868,25.094956723062595,5000.0,,,,,199.24322066692127,199.36024113146868,-2.936623493529901,-0.05873246987059802,30,time_exit,,,448.21591759415367,-51.784082405846284,5,13,paper
20260119_200221_0026,20260119_200221,2026-01-19T20:04:16.450429,BTC-PERP,RSI_v2,short,entry,99951.72931382916,0.050024146999007535,5000.0,RSI=77.4 BB=0.94,77.40152472626211,0.9445836823105238,,,,,,,,100101.6569077999,99451.97066726002,448.21591759415367,,,,paper
20260119_200221_0027,20260119_200221,2026-01-19T20:04:16.452429,SOL-PERP,BB_v1,short,entry,199.55445384882617,25.055817615515533,5000.0,RSI=75.2 BB=0.99,75.20152870038523,0.9916336173758906,,,,,,,,199.95356275652384,198.9557904872797,448.21591759415367,,,,paper
20260119_200221_0018,20260119_200221,2026-01-19T20:04:17.454561,SOL-PERP,COMBO_v1,short,time_exit,199.49987462161866,25.103048505341352,5000.0,,,,,199.17899608631657,199.49987462161866,-8.055029436011147,-0.16110058872022293,30,time_exit,,,440.16088815814254,-59.83911184185743,5,14,paper
20260119_200221_0028,20260119_200221,2026-01-19T20:04:18.463618,SOL-PERP,COMBO_v1,short,entry,199.63843248040234,25.04527779484959,5000.0,RSI=82.6 BB=1.00,82.55187686830581,1,,,,,,,,200.23734777784352,198.44060188551992,440.16088815814254,,,,paper
20260119_200221_0019,20260119_200221,2026-01-19T20:04:20.475532,SOL-PERP,RSI_v2,short,time_exit,199.39697180268928,25.062301372567607,5000.0,,,,,199.50282799938077,199.39697180268928,2.652999903635937,0.05305999807271874,30,time_exit,,,442.81388806177847,-57.186111938221494,6,14,paper
20260119_200221_0029,20260119_200221,2026-01-19T20:04:27.533614,SOL-PERP,RSI_v2,short,entry,199.6437358695648,25.04461248544607,5000.0,RSI=72.1 BB=0.74,72.07396042717461,0.7382808024181697,,,,,,,,199.94320147336916,198.645517190217,442.81388806177847,,,,paper
20260119_200221_0024,20260119_200221,2026-01-19T20:04:33.597218,BTC-PERP,COMBO_v1,short,stop_loss,100160.84132825767,0.05006946760325538,5000.0,,,,,99861.2575555909,100160.84132825767,-14.99999999999971,-0.2999999999999942,21,stop_loss,,,427.81388806177875,-72.1861119382212,6,15,paper
20260119_200221_0026,20260119_200221,2026-01-19T20:04:33.600996,BTC-PERP,RSI_v2,short,stop_loss,100101.6569077999,0.050024146999007535,5000.0,,,,,99951.72931382916,100101.6569077999,-7.500000000000017,-0.15000000000000033,17,stop_loss,,,420.31388806177875,-79.68611193822122,6,16,paper
20260119_200221_0025,20260119_200221,2026-01-19T20:04:33.602994,BTC-PERP,BB_v1,short,stop_loss,100116.42600610557,0.050041738402592066,5000.0,,,,,99916.59282046463,100116.42600610557,-10.000000000000284,-0.20000000000000567,19,stop_loss,,,410.31388806177847,-89.6861119382215,6,17,paper
20260119_200221_0030,20260119_200221,2026-01-19T20:04:34.625658,BTC-PERP,COMBO_v1,short,entry,100190.07378607438,0.04990514340448524,5000.0,RSI=81.0 BB=1.00,81.0422390272084,1,,,,,,,,100490.6440074326,99588.93334335793,410.31388806177847,,,,paper
20260119_200221_0031,20260119_200221,2026-01-19T20:04:34.634055,BTC-PERP,RSI_v2,short,entry,100190.07378607438,0.04990514340448524,5000.0,RSI=81.0 BB=1.00,81.0422390272084,1,,,,,,,,100340.3588967535,99689.12341714402,410.31388806177847,,,,paper
20260119_200221_0032,20260119_200221,2026-01-19T20:04:34.637352,BTC-PERP,BB_v1,short,entry,100190.07378607438,0.04990514340448524,5000.0,RSI=81.0 BB=1.00,81.0422390272084,1,,,,,,,,100390.45393364654,99889.50356471616,410.31388806177847,,,,paper
20260119_200221_0020,20260119_200221,2026-01-19T20:04:34.639368,ETH-PERP,BB_v1,long,time_exit,3496.6653198201734,1.4286473129970292,5000.0,,,,,3499.814093032489,3496.6653198201734,-4.498486389011589,-0.08996972778023178,30,time_exit,,,405.8154016727669,-94.18459832723309,6,18,paper
20260119_200221_0021,20260119_200221,2026-01-19T20:04:36.652748,ETH-PERP,COMBO_v1,long,time_exit,3499.0872578492485,1.4291100652050306,5000.0,,,,,3498.6808376320987,3499.0872578492485,0.5808192230316558,0.011616384460633115,30,time_exit,,,406.39622089579854,-93.60377910420144,7,18,paper
20260119_200221_0033,20260119_200221,2026-01-19T20:04:37.665747,ETH-PERP,COMBO_v1,long,entry,3495.194778002395,1.4305354401043264,5000.0,RSI=20.7 BB=0.04,20.682902301512158,0.04387856626292325,,,,,,,,3484.709193668388,3516.1659466704095,406.39622089579854,,,,paper
20260119_200221_0022,20260119_200221,2026-01-19T20:04:37.667745,ETH-PERP,RSI_v2,long,time_exit,3495.194778002395,1.429131077422457,5000.0,,,,,3498.6293972543563,3495.194778002395,-4.908521112091033,-0.09817042224182065,30,time_exit,,,401.4876997837075,-98.51230021629247,7,19,paper
20260119_200221_0034,20260119_200221,2026-01-19T20:04:37.670741,ETH-PERP,BB_v1,long,entry,3495.194778002395,1.4305354401043264,5000.0,RSI=20.7 BB=0.04,20.682902301512158,0.04387856626292325,,,,,,,,3488.2043884463906,3505.680362336402,401.4876997837075,,,,paper
20260119_200221_0035,20260119_200221,2026-01-19T20:04:45.729689,ETH-PERP,RSI_v2,short,entry,3497.134041228725,1.4297421663149177,5000.0,RSI=85.5 BB=0.39,85.47914814261992,0.3854415927484198,,,,,,,,3502.379742290568,3479.648371022581,401.4876997837075,,,,paper
20260119_200221_0027,20260119_200221,2026-01-19T20:04:46.738666,SOL-PERP,BB_v1,short,time_exit,199.82111085163788,25.055817615515533,5000.0,,,,,199.55445384882617,199.82111085163788,-6.681309228350272,-0.13362618456700545,30,time_exit,,,394.80639055535727,-105.19360944464275,7,20,paper
20260119_200221_0029,20260119_200221,2026-01-19T20:04:47.748448,SOL-PERP,RSI_v2,short,stop_loss,199.94320147336916,25.04461248544607,5000.0,,,,,199.6437358695648,199.94320147336916,-7.500000000000075,-0.1500000000000015,20,stop_loss,,,387.3063905553572,-112.69360944464282,7,21,paper
20260119_200221_0036,20260119_200221,2026-01-19T20:04:47.752449,SOL-PERP,BB_v1,short,entry,200.0284247116754,24.996447415946463,5000.0,RSI=76.5 BB=1.00,76.52867358979739,1,,,,,,,,200.42848156109875,199.42833943754036,387.3063905553572,,,,paper
20260119_200221_0028,20260119_200221,2026-01-19T20:04:48.784209,SOL-PERP,COMBO_v1,short,time_exit,199.94090013460877,25.04527779484959,5000.0,,,,,199.63843248040234,199.94090013460877,-7.5753864235564,-0.151507728471128,30,time_exit,,,379.73100413180083,-120.26899586819921,7,22,paper
20260119_200221_0034,20260119_200221,2026-01-19T20:04:50.812387,ETH-PERP,BB_v1,long,stop_loss,3488.2043884463906,1.4305354401043264,5000.0,,,,,3495.194778002395,3488.2043884463906,-9.999999999999769,-0.19999999999999538,13,stop_loss,,,369.73100413180106,-130.26899586819897,7,23,paper
20260119_200221_0037,20260119_200221,2026-01-19T20:04:51.832607,ETH-PERP,BB_v1,long,entry,3489.3310116035127,1.4329394326227203,5000.0,,8.829960879241767,0,,,,,,,,3482.3523495803056,3499.799004638323,369.73100413180106,,,,paper
20260119_200221_0038,20260119_200221,2026-01-19T20:04:51.836603,SOL-PERP,COMBO_v1,short,entry,199.98568314873904,25.001789734524433,5000.0,RSI=76.9 BB=0.82,76.94787847511078,0.822156836582471,,,,,,,,200.58564019818525,198.7857690498466,369.73100413180106,,,,paper
20260119_200221_0039,20260119_200221,2026-01-19T20:04:51.840134,SOL-PERP,RSI_v2,short,entry,199.98568314873904,25.001789734524433,5000.0,RSI=76.9 BB=0.82,76.94787847511078,0.822156836582471,,,,,,,,200.28566167346216,198.98575473299533,369.73100413180106,,,,paper
20260119_200221_0032,20260119_200221,2026-01-19T20:05:01.930057,BTC-PERP,BB_v1,short,take_profit,99889.50356471616,0.04990514340448524,5000.0,,,,,100190.07378607438,99889.50356471616,15.000000000000155,0.3000000000000031,27,take_profit,,,384.7310041318012,-115.26899586819881,8,23,paper
20260119_200221_0037,20260119_200221,2026-01-19T20:05:03.942725,ETH-PERP,BB_v1,long,take_profit,3499.799004638323,1.4329394326227203,5000.0,,,,,3489.3310116035127,3499.799004638323,14.999999999999524,0.29999999999999044,12,take_profit,,,399.7310041318008,-100.26899586819928,9,23,paper
20260119_200221_0030,20260119_200221,2026-01-19T20:05:04.957381,BTC-PERP,COMBO_v1,short,time_exit,99867.73260226859,0.04990514340448524,5000.0,,,,,100190.07378607438,99867.73260226859,16.086483002999714,0.32172966005999426,30,time_exit,,,415.8174871348005,-84.18251286519957,10,23,paper
20260119_200221_0031,20260119_200221,2026-01-19T20:05:04.959900,BTC-PERP,RSI_v2,short,time_exit,99867.73260226859,0.04990514340448524,5000.0,,,,,100190.07378607438,99867.73260226859,16.086483002999714,0.32172966005999426,30,time_exit,,,431.90397013780023,-68.09602986219986,11,23,paper
20260119_200221_0040,20260119_200221,2026-01-19T20:05:04.961908,BTC-PERP,BB_v1,long,entry,99867.73260226859,0.05006622128804014,5000.0,RSI=22.9 BB=0.02,22.86636970092944,0.015253794132944667,,,,,,,,99667.99713706406,100167.33580007538,431.90397013780023,,,,paper
20260119_200221_0041,20260119_200221,2026-01-19T20:05:04.964900,ETH-PERP,BB_v1,short,entry,3500.0038762451773,1.428569846432292,5000.0,RSI=79.1 BB=0.96,79.0897015332984,0.9601841645439765,,,,,,,,3507.003883997668,3489.5038646164417,431.90397013780023,,,,paper
20260119_200221_0036,20260119_200221,2026-01-19T20:05:04.966902,SOL-PERP,BB_v1,short,take_profit,199.42833943754036,24.996447415946463,5000.0,,,,,200.0284247116754,199.42833943754036,15.000000000000345,0.30000000000000693,17,take_profit,,,446.90397013780057,-53.096029862199515,12,23,paper
20260119_200221_0042,20260119_200221,2026-01-19T20:05:05.978861,BTC-PERP,COMBO_v1,long,entry,99859.41406942872,0.05007039192643046,5000.0,RSI=27.8 BB=0.06,27.794428365353156,0.05953132659279816,,,,,,,,99559.83582722044,100458.57055384529,446.90397013780057,,,,paper
20260119_200221_0035,20260119_200221,2026-01-19T20:05:05.980862,ETH-PERP,RSI_v2,short,stop_loss,3502.379742290568,1.4297421663149177,5000.0,,,,,3497.134041228725,3502.379742290568,-7.50000000000015,-0.150000000000003,20,stop_loss,,,439.4039701378004,-60.596029862199664,12,24,paper
20260119_200221_0043,20260119_200221,2026-01-19T20:05:05.983959,SOL-PERP,BB_v1,long,entry,199.32444926519742,25.084730039051028,5000.0,RSI=9.8 BB=0.00,9.849249965332703,0.004978411774942674,,,,,,,,198.92580036666703,199.922422612993,439.4039701378004,,,,paper
20260119_200221_0044,20260119_200221,2026-01-19T20:05:06.997580,ETH-PERP,RSI_v2,short,entry,3501.345971248191,1.4280222637403512,5000.0,RSI=94.2 BB=0.94,94.23731555839869,0.9433945050638464,,,,,,,,3506.5979902050635,3483.83924139195,439.4039701378004,,,,paper
